Student Name,Gender,Attendance,Feedback,Study Hours,Data Science Marks
Student546,M,0.2,find practic exercis data scienc help,0.35714285714285715,0.3375
Student547,F,0.43333333333333335,great cours,0.7142857142857143,0.7
Student548,F,0.7,cours consist someon would sign entir certif cours suitabl recruit tool certif program watch video absolut wast time,0.8571428571428571,0.8375
Student549,F,0.5333333333333333,wish interact session data scienc cours,0.35714285714285715,0.35
Student550,M,0.36666666666666664,enjoy learn data scienc applic,0.7857142857142857,0.6875
Student551,F,0.13333333333333333,data scienc assign challeng reward,0.8571428571428571,0.8
Student552,F,0.03333333333333333,enjoy learn data scienc applic,0.07142857142857142,0.175
Student553,M,0.8,data scienc cours content comprehens well structur,0.7857142857142857,0.725
Student554,F,0.4666666666666667,enjoy lectur,0.35714285714285715,0.4125
Student555,M,0.3333333333333333,poor cours overal much meat introduct subject could given one hour lesson,0.35714285714285715,0.3375
Student556,F,0.4666666666666667,data scienc lab session provid valuabl hand experi,0.5714285714285714,0.5375
Student557,M,1.0,find data scienc cours materi engag relev,0.07142857142857142,0.175
Student558,F,0.4,instructor explan data scienc lectur clear easi understand,0.5714285714285714,0.525
Student559,F,0.6,much theori,0.2857142857142857,0.275
Student560,M,0.36666666666666664,poor cours overal much meat introduct subject could given one hour lesson,1.0,0.95
Student561,F,1.0,terrif introduct data scienc cours never expect extrem excit qualiti content speaker honest attempt make cours interest,0.5714285714285714,0.55
Student562,M,0.4666666666666667,appreci guest lectur industri profession data scienc cours,0.6428571428571429,0.6125
Student563,F,0.36666666666666664,nice cours piec nice inform taught profession content relat practic applic concept increas interest proceed,0.6428571428571429,0.6
Student564,M,0.7333333333333333,find data scienc cours materi engag relev,0.07142857142857142,0.175
Student565,F,0.5666666666666667,use like enjoy journey learn five week instructor clear taught interestingli thank look poi cheer profession,0.9285714285714286,0.9
Student566,F,0.7333333333333333,would like resourc self studi data scienc,0.2857142857142857,0.25
Student567,F,0.9333333333333333,use like enjoy journey learn five week instructor clear taught interestingli thank look poi cheer profession,0.7142857142857143,0.75
Student568,M,0.1,good fundament knowledg data scienc data scientist also inspir young peopl like get readi step world data scienc,0.8571428571428571,0.85
Student569,M,0.3333333333333333,throughli enjoy cours fact everyth explain thoroughli alway enjoy dr white person experi data scienc well data scientist point view,0.07142857142857142,0.1875
Student570,M,0.7,find data scienc cours materi engag relev,0.2857142857142857,0.35
Student571,F,0.4666666666666667,data scienc lab session provid valuabl hand experi,0.42857142857142855,0.5
Student572,M,0.8,like cours much way organis collect differ data scientist opinion topic make valuabl one start road data scienc,0.7857142857142857,0.7375
Student574,F,0.8,data scienc cours content comprehens well structur,0.42857142857142855,0.3875
Student575,M,0.9666666666666667,throughli enjoy cours fact everyth explain thoroughli alway enjoy dr white person experi data scienc well data scientist point view,0.7857142857142857,0.7
Student576,M,0.13333333333333333,enjoy lectur,0.7142857142857143,0.6875
Student577,M,0.13333333333333333,data scienc cours content comprehens well structur,0.42857142857142855,0.4875
Student578,F,0.6333333333333333,nice cours piec nice inform taught profession content relat practic applic concept increas interest proceed,0.2857142857142857,0.35
Student579,M,0.8,nice cours piec nice inform taught profession content relat practic applic concept increas interest proceed,1.0,0.9
Student580,M,0.9666666666666667,enjoy learn data scienc applic,0.42857142857142855,0.4625
Student581,M,0.3,great cours,0.35714285714285715,0.325
Student582,F,0.7666666666666667,like cours much way organis collect differ data scientist opinion topic make valuabl one start road data scienc,0.42857142857142855,0.425
Student583,M,0.7,wish interact session data scienc cours,0.2857142857142857,0.2875
Student584,F,0.3,appreci guest lectur industri profession data scienc cours,0.7857142857142857,0.7375
Student585,M,0.9666666666666667,wish interact session data scienc cours,0.07142857142857142,0.1
Student586,F,0.9666666666666667,would like resourc self studi data scienc,0.5714285714285714,0.5
Student587,M,0.7,poor cours overal much meat introduct subject could given one hour lesson,0.07142857142857142,0.0625
Student588,M,0.16666666666666666,much theori,0.14285714285714285,0.1875
Student589,F,0.16666666666666666,like cours much way organis collect differ data scientist opinion topic make valuabl one start road data scienc,0.5714285714285714,0.5875
Student590,F,0.7333333333333333,much theori,0.07142857142857142,0.1375
Student591,M,0.16666666666666666,data scienc lab session provid valuabl hand experi,0.8571428571428571,0.7875
Student592,M,0.7666666666666667,wish interact session data scienc cours,0.9285714285714286,0.8625
Student593,M,0.2,poor cours overal much meat introduct subject could given one hour lesson,1.0,0.9625
Student594,M,0.5666666666666667,data scienc cours content comprehens well structur,0.5,0.5
Student595,M,0.8333333333333334,learn experi beginn d instructor cours simplifi content made could easili understand tool materi help start,0.8571428571428571,0.8375
Student596,M,0.1,learn experi beginn d instructor cours simplifi content made could easili understand tool materi help start,0.7857142857142857,0.75
Student597,F,0.43333333333333335,appreci guest lectur industri profession data scienc cours,0.8571428571428571,0.8375
Student598,F,0.3333333333333333,data scienc lab session provid valuabl hand experi,0.8571428571428571,0.7875
Student599,F,0.2,find data scienc cours materi engag relev,0.14285714285714285,0.2375
Student600,F,0.5666666666666667,instructor explan data scienc lectur clear easi understand,1.0,0.8875
Student601,M,0.6333333333333333,would like resourc self studi data scienc,0.35714285714285715,0.3375
Student602,F,0.03333333333333333,wish interact session data scienc cours,0.5714285714285714,0.55
Student603,F,1.0,great cours,0.6428571428571429,0.6
Student604,F,0.03333333333333333,learn experi beginn d instructor cours simplifi content made could easili understand tool materi help start,0.6428571428571429,0.6125
Student605,F,0.9666666666666667,data scienc assign challeng reward,0.14285714285714285,0.125
Student606,M,0.2,nice cours piec nice inform taught profession content relat practic applic concept increas interest proceed,0.5714285714285714,0.5
Student607,F,0.3333333333333333,interest topic,0.42857142857142855,0.3875
Student608,F,1.0,enjoy learn data scienc applic,0.2857142857142857,0.375
Student609,M,0.5666666666666667,need practic session,0.5,0.45
Student610,M,0.6333333333333333,enjoy lectur,0.35714285714285715,0.4
Student611,F,0.2,like cours much way organis collect differ data scientist opinion topic make valuabl one start road data scienc,0.42857142857142855,0.4875
Student612,F,0.7,much theori,0.14285714285714285,0.1625
Student613,F,0.6333333333333333,terrif introduct data scienc cours never expect extrem excit qualiti content speaker honest attempt make cours interest,0.8571428571428571,0.8125
Student614,M,0.8,enjoy lectur,0.6428571428571429,0.575
Student615,F,0.13333333333333333,great cours,0.7142857142857143,0.625
Student616,M,0.03333333333333333,wish interact session data scienc cours,0.35714285714285715,0.3875
Student617,M,0.43333333333333335,need practic session,0.7142857142857143,0.6625
Student618,F,0.2,data scienc cours content comprehens well structur,0.14285714285714285,0.1625
Student619,F,0.3,find data scienc cours materi engag relev,0.42857142857142855,0.3875
Student620,M,0.9,great cours,0.6428571428571429,0.6625
Student621,M,0.5666666666666667,data scienc lab session provid valuabl hand experi,0.35714285714285715,0.325
Student622,M,0.23333333333333334,terrif introduct data scienc cours never expect extrem excit qualiti content speaker honest attempt make cours interest,0.6428571428571429,0.6125
Student623,M,0.7333333333333333,cours consist someon would sign entir certif cours suitabl recruit tool certif program watch video absolut wast time,0.7857142857142857,0.75
Student624,M,0.5,use like enjoy journey learn five week instructor clear taught interestingli thank look poi cheer profession,0.5,0.4625
Student625,M,0.43333333333333335,throughli enjoy cours fact everyth explain thoroughli alway enjoy dr white person experi data scienc well data scientist point view,0.5,0.5625
Student626,F,0.9,poor cours overal much meat introduct subject could given one hour lesson,0.35714285714285715,0.3375
Student627,F,0.26666666666666666,find data scienc cours materi engag relev,0.07142857142857142,0.125
Student628,F,0.16666666666666666,need practic session,0.9285714285714286,0.8625
Student629,F,0.2,find data scienc cours materi engag relev,0.6428571428571429,0.6125
Student630,M,0.8333333333333334,learn experi beginn d instructor cours simplifi content made could easili understand tool materi help start,0.8571428571428571,0.8
Student631,M,0.9666666666666667,appreci guest lectur industri profession data scienc cours,0.6428571428571429,0.6625
Student632,F,0.9666666666666667,great cours,0.35714285714285715,0.4
Student633,F,0.26666666666666666,instructor explan data scienc lectur clear easi understand,0.0,0.0375
Student634,F,0.2,terrif introduct data scienc cours never expect extrem excit qualiti content speaker honest attempt make cours interest,0.8571428571428571,0.8125
Student635,F,0.26666666666666666,enjoy lectur,0.35714285714285715,0.3625
Student636,F,0.7666666666666667,throughli enjoy cours fact everyth explain thoroughli alway enjoy dr white person experi data scienc well data scientist point view,0.35714285714285715,0.4375
Student637,M,0.6666666666666666,would like resourc self studi data scienc,0.35714285714285715,0.375
Student638,M,0.2,find data scienc cours materi engag relev,0.7857142857142857,0.8125
Student639,F,0.36666666666666664,find data scienc cours materi engag relev,0.5714285714285714,0.5875
Student640,F,0.7333333333333333,poor cours overal much meat introduct subject could given one hour lesson,0.21428571428571427,0.25
Student641,F,0.5333333333333333,would like resourc self studi data scienc,0.7142857142857143,0.6875
Student642,F,0.6333333333333333,data scienc assign challeng reward,0.42857142857142855,0.3875
Student643,F,0.6666666666666666,poor cours overal much meat introduct subject could given one hour lesson,0.7142857142857143,0.7
Student644,F,0.36666666666666664,use like enjoy journey learn five week instructor clear taught interestingli thank look poi cheer profession,0.14285714285714285,0.15
Student645,F,0.7,much theori,0.5,0.5125
Student646,F,0.7333333333333333,find practic exercis data scienc help,1.0,0.925
Student647,M,0.13333333333333333,enjoy lectur,0.07142857142857142,0.1
Student648,F,0.5666666666666667,wish interact session data scienc cours,1.0,0.9875
Student649,F,0.13333333333333333,nice cours piec nice inform taught profession content relat practic applic concept increas interest proceed,0.07142857142857142,0.0625
Student650,F,0.13333333333333333,much theori,0.2857142857142857,0.3375
Student651,M,0.2,data scienc lab session provid valuabl hand experi,0.0,0.0125
Student652,F,0.9333333333333333,nice cours piec nice inform taught profession content relat practic applic concept increas interest proceed,1.0,0.9875
Student653,M,0.06666666666666667,data scienc assign challeng reward,0.0,0.0875
Student654,F,0.0,enjoy learn data scienc applic,0.9285714285714286,0.8875
Student655,M,0.9,great cours,0.7142857142857143,0.65
Student656,M,0.16666666666666666,appreci guest lectur industri profession data scienc cours,0.14285714285714285,0.25
Student657,F,0.9,find practic exercis data scienc help,0.35714285714285715,0.3875
Student658,F,0.2,data scienc cours content comprehens well structur,0.6428571428571429,0.5625
Student659,F,0.8666666666666667,wish interact session data scienc cours,0.7857142857142857,0.7375
Student660,M,0.8333333333333334,good fundament knowledg data scienc data scientist also inspir young peopl like get readi step world data scienc,0.35714285714285715,0.325
Student661,M,1.0,poor cours overal much meat introduct subject could given one hour lesson,0.5,0.45
Student662,F,0.23333333333333334,need practic session,0.42857142857142855,0.4
Student663,M,0.43333333333333335,appreci guest lectur industri profession data scienc cours,0.0,0.075
Student664,F,0.7333333333333333,need practic session,0.0,0.0125
Student665,M,0.4666666666666667,appreci guest lectur industri profession data scienc cours,0.21428571428571427,0.225
Student666,F,0.2,data scienc cours content comprehens well structur,0.0,0.0375
Student667,F,0.2,poor cours overal much meat introduct subject could given one hour lesson,0.0,0.0
Student668,M,0.0,enjoy lectur,1.0,0.95
Student669,M,0.26666666666666666,use like enjoy journey learn five week instructor clear taught interestingli thank look poi cheer profession,0.6428571428571429,0.6
Student670,M,0.8,learn experi beginn d instructor cours simplifi content made could easili understand tool materi help start,0.0,0.0
Student671,M,0.2,great cours,0.7142857142857143,0.65
Student672,M,0.8,learn experi beginn d instructor cours simplifi content made could easili understand tool materi help start,0.14285714285714285,0.2125
Student673,F,0.8666666666666667,interest topic,0.8571428571428571,0.7875
Student674,F,0.6333333333333333,wish interact session data scienc cours,0.6428571428571429,0.5625
Student675,M,0.2,much theori,0.07142857142857142,0.1375
Student676,M,0.5666666666666667,find data scienc cours materi engag relev,0.7142857142857143,0.7125
Student677,M,0.43333333333333335,instructor explan data scienc lectur clear easi understand,0.6428571428571429,0.6125
Student678,F,0.7,nice cours piec nice inform taught profession content relat practic applic concept increas interest proceed,0.5,0.5375
Student679,F,0.4666666666666667,appreci guest lectur industri profession data scienc cours,0.42857142857142855,0.45
Student680,F,0.5666666666666667,data scienc cours content comprehens well structur,0.6428571428571429,0.6
Student681,F,0.3,find data scienc cours materi engag relev,0.8571428571428571,0.85
Student682,F,0.06666666666666667,wish interact session data scienc cours,0.5,0.5
Student683,F,0.8666666666666667,learn experi beginn d instructor cours simplifi content made could easili understand tool materi help start,0.21428571428571427,0.3125
Student684,F,0.9333333333333333,find practic exercis data scienc help,0.9285714285714286,0.9
Student685,M,0.3333333333333333,wish interact session data scienc cours,0.5714285714285714,0.5125
Student686,F,0.0,would like resourc self studi data scienc,0.2857142857142857,0.3
Student687,F,0.7333333333333333,data scienc assign challeng reward,0.42857142857142855,0.4
Student688,F,0.9,find data scienc cours materi engag relev,0.21428571428571427,0.2375
Student689,F,0.03333333333333333,cours consist someon would sign entir certif cours suitabl recruit tool certif program watch video absolut wast time,0.0,0.0875
Student690,M,0.5,enjoy lectur,0.7142857142857143,0.6875
Student691,M,0.06666666666666667,much theori,0.7857142857142857,0.6875
Student692,M,0.9,terrif introduct data scienc cours never expect extrem excit qualiti content speaker honest attempt make cours interest,0.5,0.5125
Student693,M,0.5333333333333333,would like resourc self studi data scienc,0.5714285714285714,0.6125
Student694,F,0.06666666666666667,enjoy learn data scienc applic,0.8571428571428571,0.75
Student695,M,0.3333333333333333,terrif introduct data scienc cours never expect extrem excit qualiti content speaker honest attempt make cours interest,0.5714285714285714,0.5
Student696,F,0.1,enjoy learn data scienc applic,0.6428571428571429,0.6
Student697,M,0.9666666666666667,nice cours piec nice inform taught profession content relat practic applic concept increas interest proceed,0.9285714285714286,0.9125
Student698,M,0.2,good fundament knowledg data scienc data scientist also inspir young peopl like get readi step world data scienc,0.5,0.525
Student699,M,0.7,appreci guest lectur industri profession data scienc cours,0.0,0.1125
Student700,F,0.5,cours consist someon would sign entir certif cours suitabl recruit tool certif program watch video absolut wast time,0.14285714285714285,0.15
Student701,M,0.5333333333333333,wish interact session data scienc cours,0.2857142857142857,0.3125
Student702,M,0.3333333333333333,terrif introduct data scienc cours never expect extrem excit qualiti content speaker honest attempt make cours interest,0.42857142857142855,0.375
Student703,M,0.1,enjoy lectur,0.7857142857142857,0.8
Student704,F,0.8,enjoy lectur,0.5,0.4375
Student705,F,0.06666666666666667,interest topic,0.0,0.0625
Student706,F,0.7,interest topic,0.2857142857142857,0.3
Student707,F,0.8666666666666667,interest topic,0.14285714285714285,0.1875
Student708,F,0.5,find data scienc cours materi engag relev,0.42857142857142855,0.475
Student709,M,0.03333333333333333,data scienc cours content comprehens well structur,0.35714285714285715,0.3625
Student710,F,0.13333333333333333,cours consist someon would sign entir certif cours suitabl recruit tool certif program watch video absolut wast time,0.7857142857142857,0.7
Student711,M,0.8,cours consist someon would sign entir certif cours suitabl recruit tool certif program watch video absolut wast time,1.0,0.875
Student712,F,0.9,instructor explan data scienc lectur clear easi understand,0.0,0.125
Student713,M,0.5666666666666667,interest topic,0.7142857142857143,0.6375
Student714,F,0.06666666666666667,appreci guest lectur industri profession data scienc cours,0.07142857142857142,0.15
Student715,M,0.9,need practic session,0.2857142857142857,0.25
Student716,F,0.03333333333333333,wish interact session data scienc cours,0.2857142857142857,0.3125
Student717,F,0.03333333333333333,much theori,0.0,0.05
Student718,F,0.7,instructor explan data scienc lectur clear easi understand,0.7142857142857143,0.7375
Student719,M,0.7,cours consist someon would sign entir certif cours suitabl recruit tool certif program watch video absolut wast time,0.7857142857142857,0.8125
Student720,F,0.6666666666666666,enjoy learn data scienc applic,0.7857142857142857,0.7875
Student721,M,0.9666666666666667,nice cours piec nice inform taught profession content relat practic applic concept increas interest proceed,0.21428571428571427,0.225
Student722,M,0.03333333333333333,throughli enjoy cours fact everyth explain thoroughli alway enjoy dr white person experi data scienc well data scientist point view,0.7857142857142857,0.7375
Student723,F,0.5,data scienc assign challeng reward,0.5714285714285714,0.55
Student724,M,0.0,like cours much way organis collect differ data scientist opinion topic make valuabl one start road data scienc,0.5714285714285714,0.625
Student725,F,0.9333333333333333,find practic exercis data scienc help,1.0,0.8875
Student726,M,0.9333333333333333,data scienc lab session provid valuabl hand experi,0.2857142857142857,0.375
Student727,F,0.6,nice cours piec nice inform taught profession content relat practic applic concept increas interest proceed,0.42857142857142855,0.3875
Student728,M,0.6,instructor explan data scienc lectur clear easi understand,0.7142857142857143,0.725
Student729,M,0.26666666666666666,data scienc assign challeng reward,0.07142857142857142,0.0875
Student730,F,0.6333333333333333,interest topic,0.0,0.0625
Student731,F,0.9666666666666667,interest topic,1.0,0.9125
Student732,M,0.9666666666666667,appreci guest lectur industri profession data scienc cours,0.7857142857142857,0.725
Student733,M,0.26666666666666666,enjoy lectur,0.07142857142857142,0.1125
Student734,F,0.9333333333333333,data scienc lab session provid valuabl hand experi,1.0,0.925
Student735,M,0.3333333333333333,enjoy learn data scienc applic,0.8571428571428571,0.825
Student736,M,0.0,enjoy lectur,0.21428571428571427,0.2625
Student737,M,0.6,would like resourc self studi data scienc,0.35714285714285715,0.3125
Student738,M,0.5333333333333333,use like enjoy journey learn five week instructor clear taught interestingli thank look poi cheer profession,0.14285714285714285,0.1875
Student739,M,0.16666666666666666,find practic exercis data scienc help,0.07142857142857142,0.1
Student740,F,0.0,instructor explan data scienc lectur clear easi understand,0.8571428571428571,0.7625
Student741,M,0.5666666666666667,need practic session,0.42857142857142855,0.4375
Student742,F,0.26666666666666666,learn experi beginn d instructor cours simplifi content made could easili understand tool materi help start,0.5,0.5125
Student743,M,0.8666666666666667,use like enjoy journey learn five week instructor clear taught interestingli thank look poi cheer profession,0.5714285714285714,0.5125
Student744,F,0.0,data scienc cours content comprehens well structur,0.7142857142857143,0.6375
Student745,F,0.1,like cours much way organis collect differ data scientist opinion topic make valuabl one start road data scienc,0.7857142857142857,0.8
Student746,F,0.7,would like resourc self studi data scienc,0.6428571428571429,0.6875
Student747,M,0.9666666666666667,appreci guest lectur industri profession data scienc cours,0.8571428571428571,0.825
Student748,M,0.5666666666666667,nice cours piec nice inform taught profession content relat practic applic concept increas interest proceed,0.5,0.5375
Student749,F,0.5333333333333333,appreci guest lectur industri profession data scienc cours,0.07142857142857142,0.0875
Student750,M,0.6333333333333333,data scienc lab session provid valuabl hand experi,0.14285714285714285,0.15
Student751,F,0.6,find data scienc cours materi engag relev,1.0,0.9625
Student752,F,0.7333333333333333,wish interact session data scienc cours,0.0,0.0125
Student753,M,0.7333333333333333,data scienc assign challeng reward,0.0,0.1
Student754,M,0.9,interest topic,1.0,0.95
Student755,M,0.43333333333333335,terrif introduct data scienc cours never expect extrem excit qualiti content speaker honest attempt make cours interest,0.35714285714285715,0.4
Student756,M,0.8333333333333334,interest topic,0.14285714285714285,0.225
Student757,F,0.8666666666666667,terrif introduct data scienc cours never expect extrem excit qualiti content speaker honest attempt make cours interest,0.21428571428571427,0.2125
Student758,F,0.2,use like enjoy journey learn five week instructor clear taught interestingli thank look poi cheer profession,0.6428571428571429,0.625
Student759,M,0.26666666666666666,data scienc cours content comprehens well structur,0.7857142857142857,0.775
Student760,F,0.8,data scienc lab session provid valuabl hand experi,0.5,0.4375
Student761,M,0.6333333333333333,learn experi beginn d instructor cours simplifi content made could easili understand tool materi help start,0.2857142857142857,0.3125
Student762,F,0.26666666666666666,cours consist someon would sign entir certif cours suitabl recruit tool certif program watch video absolut wast time,0.7857142857142857,0.7125
Student763,M,0.4666666666666667,poor cours overal much meat introduct subject could given one hour lesson,0.9285714285714286,0.9
Student764,M,0.3333333333333333,like cours much way organis collect differ data scientist opinion topic make valuabl one start road data scienc,0.7142857142857143,0.725
Student765,F,0.2,data scienc cours content comprehens well structur,0.35714285714285715,0.3625
Student766,M,0.16666666666666666,data scienc assign challeng reward,0.5714285714285714,0.5125
Student767,F,0.8666666666666667,use like enjoy journey learn five week instructor clear taught interestingli thank look poi cheer profession,0.9285714285714286,0.8875
Student768,F,0.26666666666666666,terrif introduct data scienc cours never expect extrem excit qualiti content speaker honest attempt make cours interest,0.7142857142857143,0.6875
Student769,F,0.1,wish interact session data scienc cours,0.7142857142857143,0.6875
Student770,M,0.5333333333333333,enjoy lectur,0.07142857142857142,0.0625
Student771,F,0.16666666666666666,need practic session,0.14285714285714285,0.125
Student772,F,0.9333333333333333,data scienc assign challeng reward,0.2857142857142857,0.3125
Student773,M,0.5333333333333333,instructor explan data scienc lectur clear easi understand,0.07142857142857142,0.125
Student774,M,0.8333333333333334,wish interact session data scienc cours,0.5,0.475
Student775,M,0.8,terrif introduct data scienc cours never expect extrem excit qualiti content speaker honest attempt make cours interest,0.07142857142857142,0.15
Student776,F,0.43333333333333335,throughli enjoy cours fact everyth explain thoroughli alway enjoy dr white person experi data scienc well data scientist point view,0.21428571428571427,0.2875
Student777,F,0.13333333333333333,great cours,0.9285714285714286,0.875
Student778,F,0.5666666666666667,enjoy lectur,0.14285714285714285,0.2375
Student779,M,0.9,use like enjoy journey learn five week instructor clear taught interestingli thank look poi cheer profession,0.21428571428571427,0.275
Student780,M,0.23333333333333334,much theori,0.21428571428571427,0.275
Student781,F,0.3,cours consist someon would sign entir certif cours suitabl recruit tool certif program watch video absolut wast time,0.35714285714285715,0.325
Student782,M,0.3333333333333333,terrif introduct data scienc cours never expect extrem excit qualiti content speaker honest attempt make cours interest,0.6428571428571429,0.6
Student783,F,0.7,data scienc lab session provid valuabl hand experi,0.7857142857142857,0.6875
Student784,M,0.9333333333333333,enjoy lectur,0.7857142857142857,0.6875
Student785,M,0.06666666666666667,would like resourc self studi data scienc,0.6428571428571429,0.625
Student786,M,0.8666666666666667,poor cours overal much meat introduct subject could given one hour lesson,0.6428571428571429,0.6375
Student787,M,1.0,cours consist someon would sign entir certif cours suitabl recruit tool certif program watch video absolut wast time,0.5714285714285714,0.55
Student788,F,0.03333333333333333,terrif introduct data scienc cours never expect extrem excit qualiti content speaker honest attempt make cours interest,0.14285714285714285,0.2125
Student789,F,0.8333333333333334,data scienc lab session provid valuabl hand experi,0.0,0.1
Student790,F,0.8666666666666667,poor cours overal much meat introduct subject could given one hour lesson,0.9285714285714286,0.85
Student791,F,0.43333333333333335,find data scienc cours materi engag relev,0.5,0.4375
Student792,F,0.1,terrif introduct data scienc cours never expect extrem excit qualiti content speaker honest attempt make cours interest,0.42857142857142855,0.4375
Student793,M,0.5333333333333333,data scienc lab session provid valuabl hand experi,0.07142857142857142,0.0625
Student794,M,0.5333333333333333,interest topic,0.2857142857142857,0.2625
Student795,M,0.6666666666666666,nice cours piec nice inform taught profession content relat practic applic concept increas interest proceed,0.7857142857142857,0.8125
Student796,M,0.8333333333333334,much theori,0.7857142857142857,0.725
Student797,F,0.26666666666666666,poor cours overal much meat introduct subject could given one hour lesson,0.6428571428571429,0.6
Student798,F,0.9,good fundament knowledg data scienc data scientist also inspir young peopl like get readi step world data scienc,0.21428571428571427,0.25
Student799,M,0.6666666666666666,learn experi beginn d instructor cours simplifi content made could easili understand tool materi help start,0.5714285714285714,0.5875
Student800,F,0.7,cours consist someon would sign entir certif cours suitabl recruit tool certif program watch video absolut wast time,0.21428571428571427,0.2125
Student801,F,0.8333333333333334,data scienc assign challeng reward,0.2857142857142857,0.3125
Student802,F,0.26666666666666666,learn experi beginn d instructor cours simplifi content made could easili understand tool materi help start,0.5,0.4625
Student803,M,0.06666666666666667,data scienc lab session provid valuabl hand experi,0.14285714285714285,0.1375
Student804,F,0.9,data scienc lab session provid valuabl hand experi,0.35714285714285715,0.35
Student805,M,1.0,nice cours piec nice inform taught profession content relat practic applic concept increas interest proceed,0.35714285714285715,0.35
Student806,F,0.1,much theori,0.9285714285714286,0.825
Student807,M,0.03333333333333333,need practic session,0.42857142857142855,0.5
Student808,M,0.43333333333333335,great cours,0.5714285714285714,0.525
Student809,M,0.6333333333333333,data scienc lab session provid valuabl hand experi,0.7142857142857143,0.725
Student810,M,0.23333333333333334,instructor explan data scienc lectur clear easi understand,0.14285714285714285,0.2375
Student811,M,0.5666666666666667,instructor explan data scienc lectur clear easi understand,0.8571428571428571,0.85
Student812,F,0.1,data scienc lab session provid valuabl hand experi,0.9285714285714286,0.925
Student813,M,0.23333333333333334,much theori,0.2857142857142857,0.325
Student814,F,0.2,cours consist someon would sign entir certif cours suitabl recruit tool certif program watch video absolut wast time,0.2857142857142857,0.2625
Student815,F,0.8,enjoy lectur,0.2857142857142857,0.3
Student816,M,0.4666666666666667,much theori,0.35714285714285715,0.4
Student817,F,0.9666666666666667,nice cours piec nice inform taught profession content relat practic applic concept increas interest proceed,0.0,0.0
Student818,F,0.4666666666666667,much theori,1.0,0.875
Student819,F,0.03333333333333333,enjoy learn data scienc applic,0.8571428571428571,0.875
Student820,M,0.1,need practic session,0.5714285714285714,0.625
Student821,F,0.8,data scienc assign challeng reward,0.7857142857142857,0.75
Student822,F,0.7,data scienc lab session provid valuabl hand experi,0.14285714285714285,0.2
Student823,M,0.8,learn experi beginn d instructor cours simplifi content made could easili understand tool materi help start,0.35714285714285715,0.3875
Student824,M,0.26666666666666666,wish interact session data scienc cours,0.21428571428571427,0.2125
Student825,F,0.7333333333333333,terrif introduct data scienc cours never expect extrem excit qualiti content speaker honest attempt make cours interest,0.42857142857142855,0.4875
Student826,F,0.9666666666666667,enjoy lectur,0.5,0.475
Student827,F,0.2,like cours much way organis collect differ data scientist opinion topic make valuabl one start road data scienc,0.21428571428571427,0.2875
Student828,F,0.7666666666666667,poor cours overal much meat introduct subject could given one hour lesson,0.6428571428571429,0.6875
Student829,F,0.5666666666666667,data scienc lab session provid valuabl hand experi,0.35714285714285715,0.425
Student830,M,0.8333333333333334,data scienc cours content comprehens well structur,0.7857142857142857,0.725
Student831,M,0.36666666666666664,poor cours overal much meat introduct subject could given one hour lesson,0.7857142857142857,0.7375
Student832,F,0.43333333333333335,appreci guest lectur industri profession data scienc cours,0.6428571428571429,0.625
Student833,F,0.2,would like resourc self studi data scienc,0.9285714285714286,0.8875
Student834,F,1.0,great cours,0.42857142857142855,0.425
Student835,F,0.16666666666666666,nice cours piec nice inform taught profession content relat practic applic concept increas interest proceed,0.7857142857142857,0.7625
Student836,M,0.7333333333333333,instructor explan data scienc lectur clear easi understand,0.6428571428571429,0.575
Student837,M,0.7,poor cours overal much meat introduct subject could given one hour lesson,0.42857142857142855,0.45
Student838,F,0.8666666666666667,use like enjoy journey learn five week instructor clear taught interestingli thank look poi cheer profession,0.5714285714285714,0.55
Student839,F,0.6,good fundament knowledg data scienc data scientist also inspir young peopl like get readi step world data scienc,0.5,0.55
Student840,M,0.6666666666666666,data scienc lab session provid valuabl hand experi,0.14285714285714285,0.175
Student841,M,0.6,use like enjoy journey learn five week instructor clear taught interestingli thank look poi cheer profession,0.8571428571428571,0.875
Student842,M,0.7,data scienc lab session provid valuabl hand experi,0.21428571428571427,0.25
Student843,F,0.4666666666666667,great cours,1.0,0.975
Student844,F,0.6,data scienc assign challeng reward,0.5714285714285714,0.5375
Student845,F,0.36666666666666664,nice cours piec nice inform taught profession content relat practic applic concept increas interest proceed,0.7142857142857143,0.675
Student846,M,0.03333333333333333,throughli enjoy cours fact everyth explain thoroughli alway enjoy dr white person experi data scienc well data scientist point view,0.42857142857142855,0.425
Student847,F,0.3333333333333333,throughli enjoy cours fact everyth explain thoroughli alway enjoy dr white person experi data scienc well data scientist point view,0.42857142857142855,0.4
Student848,M,0.4,enjoy learn data scienc applic,1.0,0.9
Student849,M,0.1,nice cours piec nice inform taught profession content relat practic applic concept increas interest proceed,0.0,0.0
Student850,F,0.8,like cours much way organis collect differ data scientist opinion topic make valuabl one start road data scienc,0.07142857142857142,0.1
Student851,M,0.0,need practic session,1.0,0.975
Student852,M,0.7666666666666667,find data scienc cours materi engag relev,0.0,0.0125
Student853,F,0.6666666666666666,poor cours overal much meat introduct subject could given one hour lesson,1.0,0.9875
Student854,F,0.03333333333333333,data scienc cours content comprehens well structur,0.21428571428571427,0.225
Student855,M,0.43333333333333335,nice cours piec nice inform taught profession content relat practic applic concept increas interest proceed,0.21428571428571427,0.2875
Student856,F,0.8,wish interact session data scienc cours,0.9285714285714286,0.9125
